state_code,latitude,longitude,zip_code,id,city,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds_x,funding_total_usd,milestones,state_code.1,is_ca,is_ny,is_ma,is_tx,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_vc,has_angel,has_rounda,has_roundb,has_roundc,has_roundd,avg_participants,is_top500,status,funding_per_milestone,success_label
0,1970,-73.98322900000002,10016,c:25307,New York,"ORCA, Inc.",1,2008,0,2009,2009,1.4712,1.4712,1.0027,1.4712,1970,1,2000000,2,0,0,1,0,0,1970,0,0,0,0,0,0,0,1,0,0,1970,c:25307,0,0,1,0,0,0,3.0,1,0,666666.6666666666,0
0,1970,-122.263721,94065,c:1870,Redwood City,Amobee,1,2005,0,2006,2011,1.5041,5.8356,6.1699,8.3534,1970,6,72000000,2,0,1,0,0,0,1970,0,0,0,0,0,1,0,0,0,0,1970,c:1870,1,0,1,1,1,1,2.3333,1,0,24000000.0,0
0,1970,-118.16525,91754,c:27285,Monterey Park,KOTURA,1,2004,0,2005,2009,1.6849,5.8493,8.4219,8.4219,1970,3,27690547,1,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:27285,0,0,0,1,1,1,4.5,1,0,13845273.5,0
0,1970,-96.711101,75023,c:48640,Plano,Auvitek International,0,2004,2011,2006,2006,2.189,2.189,0.0,0.0,1970,1,9000000,0,0,0,0,0,1,1970,0,0,0,0,0,0,0,0,0,0,1970,c:48640,0,0,0,1,0,0,4.0,1,0,9000000.0,0
0,1970,-121.942932,94041,c:18470,Mountain View,Outright,1,2008,0,2008,2009,0.4192,1.4658,3.1315,4.137,1970,2,7500000,3,0,1,0,0,0,1970,0,0,0,0,1,0,0,0,0,0,1970,c:18470,0,0,1,0,0,0,3.5,1,0,1875000.0,0
0,1970,-97.748623,78701,c:21395,Austin,Phurnace Software,1,2007,0,2007,2008,0.6932,1.4986,3.4164,3.4164,1970,2,10000000,1,0,0,0,0,1,1970,0,1,0,0,0,0,0,0,0,0,1970,c:21395,0,0,1,0,0,0,2.0,1,0,5000000.0,0
0,1970,-118.140553,91105,c:25132,Pasadena,FastSoft,1,2006,0,2007,2012,1.4411,6.6795,2.0,2.0,1970,4,5965000,1,0,1,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:25132,1,0,1,0,0,0,1.0,0,0,2982500.0,0
0,1970,-121.932202,94538,c:72,Fremont,GrandCentral,1,2006,0,2006,2006,-0.2466,-0.2466,-0.4082,7.4548,1970,1,4000000,4,0,1,0,0,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:72,0,0,1,0,0,0,1.0,0,0,800000.0,0
0,1970,-83.214753,48025,c:17429,Bingham Farms,Speedshape,0,2003,2013,2008,2008,5.1397,5.1397,7.0055,7.0055,1970,1,5000000,1,0,0,0,0,0,1970,0,0,0,0,0,1,0,0,0,0,1970,c:17429,1,0,0,0,0,0,1.0,0,0,2500000.0,0
0,1970,-121.948399,95128,c:487,San Jose,BlueLithium,1,2004,0,2005,2005,1.0877,1.0877,5.0959,7.3863,1970,1,11500000,2,0,1,0,0,0,1970,0,0,0,0,0,1,0,0,0,0,1970,c:487,0,0,1,0,0,0,2.0,1,0,3833333.3333333335,0
0,1970,-87.624421,60657,c:40665,Chicago,Media Chaperone,0,2009,2013,2010,2011,1.0356,2.1479,1.5808,1.5808,1970,2,1050000,1,0,0,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:40665,1,0,0,0,0,0,1.0,0,0,525000.0,0
0,1970,-73.9827553,10036,c:2972,New York,Giant Realm,1,2007,0,2008,2008,1.1644,1.3507,1.3507,3.3315,1970,2,5500000,2,0,0,1,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:2972,0,0,1,0,0,0,2.0,1,0,1833333.3333333333,0
0,1970,-75.169522,10011,c:1832,Philadelphia,Invite Media,1,2007,0,2007,2009,0.8301,2.8329,1.0877,3.337,1970,3,5000000,4,0,0,0,0,0,1970,0,0,0,0,0,1,0,0,0,0,1970,c:1832,0,1,1,0,0,0,1.6667,1,0,1000000.0,0
0,1970,-122.09037,94043,c:30173,Mountain View,UpMo,0,2011,2013,2009,2011,-1.0521,0.6247,-1.3589,1.663,1970,2,3700000,3,0,1,0,0,0,1970,0,0,0,0,1,0,0,0,0,0,1970,c:30173,1,0,0,0,0,0,3.0,0,0,925000.0,0
0,1970,-121.7768449,95019-2901,c:17512,Freedom,Appscio,0,2006,2011,2007,2009,1.2137,3.0082,0.0,0.0,1970,2,7000000,0,0,1,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:17512,0,0,1,0,0,0,2.0,0,0,7000000.0,0
0,1970,-71.056101,2129,c:833,Boston,Eons,0,2005,2012,2006,2007,1.2466,2.1616,2.0,3.8137,1970,2,32000000,4,0,0,0,1,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:833,0,0,1,1,0,0,3.5,1,0,6400000.0,0
0,1970,-71.104329,2142,c:615,Cambridge,LocaModa,1,2007,0,2007,2011,0.7123,4.2301,2.6685,3.0575,1970,3,7900000,2,0,0,0,1,0,1970,0,0,0,0,0,1,0,0,0,0,1970,c:615,0,0,1,0,0,0,2.0,0,0,2633333.3333333335,0
0,1970,-122.072517,94110,c:1731,San Francisco,Meraki,1,2006,0,2006,2012,0.6685,6.2795,2.7945,7.4493,1970,5,80000000,3,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:1731,0,1,1,1,1,1,2.25,1,0,20000000.0,0
0,1970,-97.749908,78701,c:39755,Austin,MPOWER Mobile,0,2005,2012,2009,2009,4.8247,4.8247,0.2466,0.2466,1970,1,5000000,1,0,0,0,0,1,1970,0,0,0,1,0,0,0,0,0,0,1970,c:39755,1,0,0,0,0,0,1.0,1,0,2500000.0,0
0,1970,-122.356965,98109,c:134,Seattle,Haute Secure,1,2006,0,2007,2009,1.0,3.1863,2.4301,7.6247,1970,2,2100000,3,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:134,0,1,1,0,0,0,1.5,1,0,525000.0,0
0,1970,-77.18130699999998,20814,c:6313,Bethesda,Intelliworks,1,2004,0,2005,2009,0.2055,4.3973,3.4164,3.4164,1970,4,22250000,1,0,0,0,0,0,1970,0,0,0,0,1,0,0,0,0,0,1970,c:6313,0,0,1,1,1,1,2.5,1,0,11125000.0,0
0,1970,-122.674195,97209,c:107746,Portland,Meridian,1,2011,0,2011,2012,0.5397,1.5014,-14.1699,2.2082,1970,2,1975000,2,0,0,0,0,0,1970,0,0,0,0,1,0,0,0,0,0,1970,c:107746,1,1,0,0,0,0,3.0,0,0,658333.3333333334,0
0,1970,-73.985281,10016,c:2566,New York,Kluster,1,2008,0,2008,2008,0.0,0.0,3.5918,4.3260000000000005,1970,1,1000000,2,0,0,1,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:2566,0,1,0,0,0,0,1.0,1,0,333333.3333333333,0
0,1970,-75.47127900000002,18106,c:47440,Allentown,International Battery,0,2008,2013,2010,2010,2.3452,2.3452,0.0,0.0,1970,1,35000000,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:47440,0,0,0,0,1,0,1.0,0,0,35000000.0,0
0,1970,-122.173887,10016,c:44,New York,Jingle Networks,1,2005,0,2005,2009,0.0822,4.3260000000000005,3.663,5.6110000000000015,1970,7,88651133,5,0,0,1,0,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:44,1,1,1,1,1,1,3.1667,1,0,14775188.833333334,0
0,1970,-71.3222696,01862-2000,c:30527,North Billerica,SemEquip,1,2000,0,2005,2005,5.5945,5.5945,0.0,0.0,1970,1,26000000,0,0,0,0,1,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:30527,1,0,0,0,0,0,2.0,1,0,26000000.0,0
0,1970,-118.244476,90017,c:83176,Los Angeles,ItsGoinOn,0,2010,2011,2011,2011,0.6712,0.6712,0.0,0.7562,1970,1,100000,2,0,1,0,0,0,1970,0,0,0,0,0,0,1,0,0,0,1970,c:83176,0,1,0,0,0,0,1.0,0,0,33333.333333333336,0
0,1970,-104.99643799999998,80202,c:20488,Denver,mSnap,1,2005,0,2006,2006,1.0,1.0,3.811,4.9178,1970,1,5000000,3,0,0,0,0,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:20488,0,0,1,0,0,0,1.0,1,0,1250000.0,0
0,1970,-84.16923,30097,c:24570,Duluth,Biofisica,0,2000,2012,2006,2008,6.8356,8.3096,0.0,0.0,1970,2,7300000,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,1,0,1970,c:24570,1,0,1,0,0,0,3.0,1,0,7300000.0,0
0,1970,-122.09037,94043,c:20506,Mountain View,Ardian,1,2003,0,2005,2009,2.0027,6.2274,4.0027,10.7616,1970,3,64080000,2,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,1,0,1970,c:20506,0,0,1,1,1,0,4.0,1,0,21360000.0,0
0,1970,-2.664213,2903,c:69279,Providence,Tracelytics,1,2010,0,2011,2012,1.3425,1.726,-0.0822,1.7205,1970,2,5800000,2,0,0,0,0,0,1970,0,0,0,0,1,0,0,0,0,0,1970,c:69279,0,1,1,0,0,0,4.0,1,0,1933333.3333333333,0
0,1970,-122.392148,94105,c:23192,San Francisco,Canopy Financial,0,2004,2009,2008,2009,4.0027,5.7534,5.9233,6.0,1970,4,89500000,2,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:23192,0,0,0,1,1,0,1.0,1,0,29833333.333333332,0
0,1970,-122.409173,94102,c:38,San Francisco,Kyte,1,2006,0,2007,2012,0.5808,5.2521,3.0877,4.1699,1970,4,23350000,2,0,1,0,0,0,1970,0,0,0,0,0,0,1,0,0,0,1970,c:38,0,1,1,1,0,0,3.0,1,0,7783333.333333333,0
0,1970,-71.25585500000003,2451,c:7376,Waltham,Ounce Labs,1,2002,0,2006,2008,3.6877,5.9644,0.0,0.0,1970,2,13500000,0,0,0,0,1,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:7376,1,0,0,0,1,0,2.5,1,0,13500000.0,0
0,1970,-71.480233,1719,c:16070,Boxborough,Crossbeam Systems,1,2000,0,2007,2008,7.3534,8.126,11.0329,11.0575,1970,2,24500000,2,0,0,0,1,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:16070,0,0,0,0,0,0,5.5,1,0,8166666.666666667,0
0,1970,-122.252466,94065,c:53814,Redwood City,PacketHop,0,2002,2013,2005,2005,3.6027,3.6027,3.0027,3.0027,1970,1,10000000,1,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:53814,0,0,0,0,1,0,4.0,1,0,5000000.0,0
0,1970,-111.890431,84124,c:53831,Salt Lake City,Inaura,0,2007,2012,2005,2005,-1.9863,-1.9863,0.0,0.0,1970,1,8500000,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:53831,1,0,0,0,0,0,1.0,0,0,8500000.0,0
0,1970,-95.471256,77380,c:24040,The Woodlands,DynaPump,0,1992,2011,2008,2008,16.4192,16.4192,0.0,0.0,1970,1,6000000,0,0,0,0,0,1,1970,0,0,0,0,0,0,0,0,0,0,1970,c:24040,0,0,0,1,0,0,3.0,0,0,6000000.0,0
0,1970,-122.139809,94306,c:40762,Palo Alto,Immunet Corporation,1,2008,0,2009,2009,1.337,1.337,1.3479,1.3479,1970,1,2000000,1,0,1,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:40762,0,0,1,0,0,0,2.0,1,0,1000000.0,0
0,1970,-97.749908,78701,c:75008,Austin,CopperEgg Corporation,1,2010,0,2011,2012,1.1123,1.937,0.0,1.1123,1970,2,4100000,2,0,0,0,0,1,1970,0,0,0,0,1,0,0,0,0,0,1970,c:75008,0,0,1,0,0,0,1.5,1,0,1366666.6666666667,0
0,1970,-122.072981,94041,c:197,Mountain View,Wink,1,2004,0,2005,2005,0.3699,0.3699,1.9507,8.3178,1970,1,6200000,4,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:197,0,0,1,0,0,0,2.0,1,0,1240000.0,0
0,1970,-122.411157,94103,c:3087,San Francisco,PopularMedia,1,2003,0,2007,2008,4.0877,5.5753,4.0027,4.0027,1970,2,12250000,1,0,1,0,0,0,1970,0,0,0,0,0,1,0,0,0,0,1970,c:3087,0,0,0,1,1,0,2.5,1,0,6125000.0,0
0,1970,-122.419236,94105,c:23098,San Francisco,Miyowa,1,2003,0,2006,2008,3.3945,5.0712,5.7233,8.7342,1970,2,11725600,2,0,1,0,0,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:23098,0,0,1,1,0,0,2.0,1,0,3908533.3333333335,0
0,1970,-71.195611,1803,c:45792,Burlington,Intrusic,0,2001,2007,2005,2006,4.3151,5.8301,0.0,0.0,1970,2,16000000,0,0,0,0,1,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:45792,0,0,1,1,0,0,3.0,1,0,16000000.0,0
0,1970,-122.330062,98103,c:37215,Seattle,Dashwire,1,2006,0,2009,2010,2.4767,4.3836,3.3945,4.9863,1970,3,5056559,2,0,0,0,0,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:37215,1,0,1,0,0,0,1.6667,1,0,1685519.6666666667,0
0,1970,-122.395257,94107,c:314,San Francisco,Reddit,1,2005,0,2005,2005,0.4137,0.4137,6.8329,8.874,1970,1,100000,3,0,1,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:314,0,1,0,0,0,0,1.0,1,0,25000.0,0
0,1970,-122.419236,94108,c:3991,San Francisco,Pure Digital Technologies,1,2001,0,2004,2008,2.3342,6.9671,4.0027,8.3014,1970,3,68200000,3,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:3991,1,1,0,0,0,0,4.0,1,0,17050000.0,0
0,1970,-122.276524,94501,c:16892,Alameda,Voxify,1,2001,0,2005,2010,4.0877,9.3068,6.0027,6.0027,1970,3,33000000,1,0,1,0,0,0,1970,0,0,0,0,1,0,0,0,0,0,1970,c:16892,1,0,0,1,0,1,3.6667,1,0,16500000.0,0
0,1970,-78.896718,27701,c:38460,Durham,EvoApp,0,2009,2013,2010,2012,1.7863,3.3014,2.0822,2.3288,1970,3,3352194,2,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:38460,0,1,1,0,0,0,9.5,0,0,1117398.0,0
0,1970,-73.993494,10001,c:64959,New York,Visual Revenue,1,2010,0,2011,2012,1.4082,1.9068,-0.1616,1.8384,1970,2,2212000,2,0,0,1,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:64959,0,1,1,0,0,0,3.0,1,0,737333.3333333334,0
0,1970,-122.225803,94063,c:36484,Redwood City,Calibra Medical,1,2004,0,2009,2011,5.9014,7.2904,0.0,0.0,1970,4,19800000,0,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,1,0,1970,c:36484,1,0,0,0,0,1,5.0,1,0,19800000.0,0
0,1970,-122.321646,94401,c:47270,San Mateo,Offermatic,0,2010,2013,2010,2011,0.8301,1.0986,1.1014,1.1616,1970,2,4500000,2,0,1,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:47270,0,1,1,0,0,0,3.0,1,0,1500000.0,0
0,1970,-71.2128734,2494,c:17433,Needham,HiWired,1,2004,0,2008,2008,4.0027,4.0055,4.0027,4.0027,1970,2,14000000,1,0,0,0,1,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:17433,1,0,0,1,0,0,1.5,1,0,7000000.0,0
0,1970,-80.41894,33327,c:144687,Weston,DateMyFamily.com,0,2011,2013,2011,2011,0.0548,0.0548,0.0685,0.4,1970,1,100000,2,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:144687,0,1,0,0,0,0,1.0,0,0,33333.333333333336,0
0,1970,-122.1441615,94304,c:6592,Palo Alto,Hyperic,1,2004,0,2006,2007,2.3562,3.4274,3.0027,5.3425,1970,2,9900000,2,0,1,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:6592,0,0,1,1,0,0,2.0,1,0,3300000.0,0
0,1970,-122.419236,94104,c:34545,San Francisco,Optimal,1,2008,0,2008,2013,0.0,5.063,5.0055,5.7945,1970,3,7600000,2,0,1,0,0,0,1970,0,0,0,0,0,1,0,0,0,0,1970,c:34545,0,0,1,1,0,0,5.0,1,0,2533333.3333333335,0
0,1970,-119.715074,93101,c:17030,Santa Barbara,SendMeHome.com,0,2008,2012,2008,2008,0.0,0.0,0.737,0.737,1970,1,50000,1,0,1,0,0,0,1970,0,0,0,0,0,0,1,0,0,0,1970,c:17030,0,1,0,0,0,0,2.0,0,0,25000.0,0
0,1970,-122.161415,94301,c:13358,Palo Alto,Q-magic,0,2007,2011,2007,2007,-0.0849,-0.0849,0.0,0.0,1970,1,650000,0,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:13358,0,1,0,0,0,0,1.0,0,0,650000.0,0
0,1970,-118.488129,90034,c:10610,Los Angeles,Geodelic Systems,0,2008,2011,2008,2010,0.9178,2.7288,2.4164,2.7288,1970,3,10500000,3,0,1,0,0,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:10610,1,0,1,1,0,0,2.0,1,0,2625000.0,0
0,1970,-118.487549,90401,c:68470,Santa Monica,BlockBeacon,1,2012,0,2012,2012,0.4712,0.4712,0.0,0.9178,1970,1,500000,2,0,1,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:68470,0,1,0,0,0,0,1.0,0,0,166666.66666666666,0
0,1970,-122.081151,94041,c:10197,Mountain View,PostPath,1,2003,0,2004,2007,1.9342,4.0438,2.0027,10.189,1970,2,24300000,3,0,1,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:10197,0,0,0,1,1,0,2.5,1,0,6075000.0,0
0,1970,-121.966277,95054,c:33771,Santa Clara,Attune Systems,0,1999,2009,2006,2006,7.4904,7.874,7.0055,7.0055,1970,2,18000000,1,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:33771,1,0,0,1,0,0,4.0,1,0,9000000.0,0
0,1970,-122.39071,94107,c:437,San Francisco,TokBox,1,2007,0,2007,2010,0.6548,3.5452,3.8438,6.5589,1970,3,26000000,5,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:437,0,0,1,1,1,0,3.6667,1,0,4333333.333333333,0
0,1970,-122.09393500000002,94040,c:15870,Mountain View,Avega Systems,0,2005,2012,2007,2010,2.2466,5.0356,0.0,0.0,1970,2,9500000,0,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:15870,1,0,0,1,0,0,3.0,1,0,9500000.0,0
0,1970,-76.8204666,Maryland 21045,c:20062,Columbia,Heartscape,1,2000,2009,2007,2007,7.3151,7.3151,5.0055,5.0055,1970,1,16980999,1,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,1,0,1970,c:20062,0,0,0,1,0,0,1.0,1,0,8490499.5,0
0,1970,-122.09018799999998,94043,c:281,Mountain View,PeerMe,0,2004,2009,2005,2005,1.0027,1.0027,1.1644,3.5699,1970,1,5000000,2,0,1,0,0,0,1970,0,0,0,0,0,0,1,0,0,0,1970,c:281,0,0,1,0,0,0,3.0,0,0,1666666.6666666667,0
0,1970,-117.421226,99202,c:19869,SPOKANE,Pacinian,0,2007,2012,2008,2008,1.6712,1.6712,0.0,0.0,1970,1,350000,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:19869,1,0,0,0,0,0,1.0,0,0,350000.0,0
0,1970,-71.19861999999998,1803,c:8251,Burlington,neoSaej,0,2006,2013,2007,2010,1.2384,4.9726,1.0,1.0,1970,5,13130000,1,0,0,0,1,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:8251,1,0,1,0,0,0,2.0,1,0,6565000.0,0
0,1970,-100.445882,98104,c:60243,Seattle,Kiha Software,0,2008,2011,2010,2010,2.8247,2.8247,0.0,2.8219,1970,1,20000000,2,0,0,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:60243,0,0,1,0,0,0,1.0,0,0,6666666.666666667,0
0,1970,-71.118999,2138,c:513,Cambridge,Vlingo,1,2006,0,2006,2009,0.5014,3.2959,2.0685,6.9973,1970,3,26500000,4,0,0,0,1,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:513,1,0,1,1,0,0,2.0,1,0,5300000.0,0
0,1970,-71.453968,1754,c:19483,Maynard,Tizor Systems,1,2002,0,2005,2006,3.6986,4.1041,0.0,0.0,1970,2,15000000,0,0,0,0,1,0,1970,0,0,0,0,1,0,0,0,0,0,1970,c:19483,0,0,0,1,0,0,5.0,1,0,15000000.0,0
0,1970,-77.410927,21703,c:49341,Frederick,Cerona Networks,0,2002,2012,2006,2006,4.3041,4.3041,0.0,0.0,1970,1,2600000,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:49341,0,0,1,0,0,0,1.0,0,0,2600000.0,0
0,1970,-121.988572,94538,c:31764,Fremont,Oorja Protonics,0,2004,2012,2006,2010,2.3973,6.0329,0.0,0.0,1970,4,21470000,0,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:31764,0,0,1,1,0,0,3.5,1,0,21470000.0,0
0,1970,-97.749908,78701,c:51969,Austin,Hurricane Party,0,2010,2012,2010,2010,0.0,0.0,0.274,0.863,1970,1,20000,2,0,0,0,0,1,1970,0,0,0,1,0,0,0,0,0,0,1970,c:51969,0,1,0,0,0,0,1.0,0,0,6666.666666666667,0
0,1970,-122.012475,94085,c:1284,Sunnyvale,Minekey,0,2005,2012,2006,2007,1.9151,2.5808,2.0,6.9178,1970,2,3600000,3,0,1,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:1284,0,1,1,0,0,0,1.0,0,0,900000.0,0
0,1970,-73.999882,10012,c:24029,New York,Blip,1,2005,0,2006,2012,0.8329,7.2521,8.0055,8.4,1970,7,27300000,4,0,0,1,0,0,1970,0,0,0,0,0,0,1,0,0,0,1970,c:24029,0,1,1,1,1,1,2.0,1,0,5460000.0,0
0,1970,-122.419236,94105,c:166772,San Francisco,Fabkids,1,2012,0,2012,2012,0.5863,0.5863,1.0493,1.0493,1970,1,2600000,1,0,1,0,0,0,1970,0,0,0,0,0,0,0,1,0,0,1970,c:166772,0,0,1,0,0,0,2.0,0,0,1300000.0,0
0,1970,-122.139809,94306,c:59709,Palo Alto,CafeBots,0,2010,2010,2010,2010,0.8027,0.8027,0.0,1.411,1970,1,5000000,2,0,1,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:59709,0,0,1,0,0,0,1.0,1,0,1666666.6666666667,0
0,1970,-117.201076,92121,c:11888,San Diego,Avaak,1,2004,0,2008,2010,4.7589,6.2247,3.6685,6.2247,1970,2,17000000,2,0,1,0,0,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:11888,0,0,1,1,0,0,3.5,1,0,5666666.666666667,0
0,1970,-70.923675,4095,c:158294,West Newfield,Newfield Design,0,2008,2013,2012,2012,4.3699,4.3699,0.0,0.0,1970,1,662000,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:158294,0,0,1,0,0,0,3.0,0,0,662000.0,0
0,1970,-73.997259,10011,c:58550,New York,Savored,1,2010,0,2010,2011,0.0,1.0247,2.0055,2.7315,1970,2,3750000,2,0,0,1,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:58550,0,1,1,0,0,0,4.0,1,0,1250000.0,0
0,1970,-122.394523,94107,c:4,San Francisco,Digg,1,2004,0,2005,2011,0.9726,6.7534,5.2466,9.1534,1970,4,45000000,8,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:4,0,0,1,1,1,1,4.6667,1,0,5000000.0,0
0,1970,-73.95491820000002,11101,c:1475,Long Island City,Songza,1,2007,0,2011,2013,3.8849,5.863,2.8356,6.1123,1970,2,6700000,4,0,0,1,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:1475,1,0,0,0,0,0,8.0,1,0,1340000.0,0
0,1970,-122.325129,94065,c:23134,Redwood City,Bigfoot Networks,1,2006,0,2006,2009,0.1753,3.8795,2.0,4.474,1970,3,20750000,2,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:23134,1,0,1,1,0,0,2.3333,1,0,6916666.666666667,0
0,1970,-122.401245,94105,c:453,San Francisco,Kongregate,1,2006,0,2007,2013,1.1616,7.5041,0.0,0.0,1970,4,19000000,0,0,1,0,0,0,1970,0,0,0,0,0,0,1,0,0,0,1970,c:453,0,0,1,1,1,0,2.0,1,0,19000000.0,0
0,1970,-122.395289,94107,c:30,San Francisco,Powerset,1,2006,0,2006,2007,-0.4192,0.6658,0.0,0.0,1970,3,22500000,0,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:30,1,0,1,0,0,0,4.0,1,0,22500000.0,0
0,1970,-122.402349,94104,c:282,San Francisco,Kiptronic,1,2005,0,2005,2008,0.5041,3.0986,2.2384,3.7562,1970,3,7300000,3,0,1,0,0,0,1970,0,0,0,0,0,1,0,0,0,0,1970,c:282,0,1,1,1,0,0,2.0,1,0,1825000.0,0
0,1970,-100.445882,98104,c:6340,Seattle,Cozi Group,0,2005,2013,2005,2012,0.7479,7.8247,4.3151,5.9041,1970,7,26390819,3,0,0,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:6340,1,0,1,1,0,0,1.3333,1,0,6597704.75,0
0,1970,-122.135282,98007,c:9599,Bellevue,Likewise Software,1,2004,0,2009,2009,4.4959,4.4959,0.0,0.0,1970,1,10000000,0,0,0,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:9599,0,0,0,0,1,0,3.0,1,0,10000000.0,0
0,1970,-73.997259,10011,c:63621,NY,Lifestander,0,2010,2013,2010,2010,0.0849,0.0849,0.0,0.0,1970,1,31000,1,0,0,1,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:63621,0,1,0,0,0,0,2.0,0,0,15500.0,0
0,1970,-122.18676,94025,c:251,Menlo Park,Jaxtr,1,2005,0,2007,2008,1.7479,2.7288,1.7479,6.1452,1970,3,21500000,4,0,1,0,0,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:251,0,0,1,1,0,0,3.3333,1,0,4300000.0,0
0,1970,-104.857271,80112,c:12285,Englewood,MX Logic,1,2002,0,2006,2006,4.8521,4.8521,6.5863,6.5863,1970,1,4000000,1,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:12285,0,0,0,0,0,0,5.0,1,0,2000000.0,0
0,1970,-117.077311,90275,c:885,Solana Beach,Metaplace,1,2006,0,2007,2010,0.5041,3.7068,2.9863,4.0219,1970,3,9400000,4,0,1,0,0,0,1970,0,0,0,0,0,0,1,0,0,0,1970,c:885,1,0,1,1,0,0,4.0,1,0,1880000.0,0
0,1970,-122.117418,10004,c:1704,New York,TravelMuse,1,2007,0,2007,2009,0.0411,2.1288,1.7562,4.874,1970,3,5600000,4,0,0,1,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:1704,0,0,1,1,0,0,2.0,1,0,1120000.0,0
0,1970,-122.389519,94105,c:5986,San Francisco,Jambool,1,2006,0,2008,2009,2.0027,3.0466,3.5836,5.4767,1970,2,6000000,2,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:5986,0,0,1,1,0,0,2.5,1,0,2000000.0,0
